model,split_seed,domain,n_train,n_eval,train_prevalence,threshold,tp,fp,tn,fn,accuracy,balanced_accuracy,precision,recall,f1,f1_macro,mcc,fpr,fnr,tnr,roc_auc,pr_auc,pr_auc_benign,brier
stratified,103,source_heldout,210621,89379,0.9442078425228254,0.5,80265,4108,242,4764,0.9007373096588684,0.49980212025025134,0.9513114384933569,0.9439720565924566,0.947627536864972,0.4996795230284672,-0.0003703499957874423,0.944367816091954,0.05602794340754331,0.05563218390804598,0.49980212025025134,0.9513125260537305,0.04865094979850508,0.09926269034113158
stratified,103,target,210621,1215889,0.9442078425228254,0.5,697000,451056,26680,41153,0.5951859092400704,0.5000477146894512,0.6071132418627663,0.9442486855706066,0.7390485359787807,0.4184273398281495,0.00020307068212258145,0.9441532561917042,0.055751314429393364,0.055846743808295796,0.5000477146894512,0.6071118978154305,0.39293365263224067,0.4048140907599296
logreg,103,source_heldout,210621,89379,0.9442078425228254,0.5,78793,847,3503,6236,0.920753197059712,0.865973836107032,0.9893646408839779,0.926660315892225,0.9569864394634084,0.7271269055859167,0.5054583665855271,0.1947126436781609,0.073339684107775,0.8052873563218391,0.9287963051956717,0.9949759192808723,0.6688616779526211,0.09224166241325707
logreg,103,target,210621,1215889,0.9442078425228254,0.5,195666,7217,470519,542487,0.5478995204331975,0.6249842284544267,0.9644277736429371,0.2650751267013749,0.41585231595815675,0.5235535435360694,0.3274338317624434,0.015106669792521392,0.7349248732986251,0.9848933302074786,0.7505272300224376,0.8175259878647775,0.629239926394192,0.40445366912556924
tree,103,source_heldout,210621,89379,0.9442078425228254,0.5,78803,326,4024,6226,0.9266941899103817,0.9259176970453489,0.9958801450795537,0.9267779228263299,0.9600872330315915,0.7556600548719601,0.5752466180660579,0.07494252873563219,0.07322207717367016,0.9250574712643678,0.9592399199029188,0.9964635617659641,0.7824648780260486,0.059581285804432796
tree,103,target,210621,1215889,0.9442078425228254,0.5,543890,296764,180972,194263,0.5961580374524319,0.5578186459587334,0.646984371691564,0.7368255632639845,0.6889885844184881,0.556660942658087,0.12226573964645786,0.6211882713465178,0.2631744367360154,0.3788117286534823,0.5481487346016806,0.6391473275945991,0.4284748361772577,0.38818212372647426
rf,103,source_heldout,210621,89379,0.9442078425228254,0.5,81937,524,3826,3092,0.9595430694010897,0.9215880829299212,0.9936454808939984,0.963635935974785,0.9784106513821721,0.8287509415945294,0.6789408012936426,0.12045977011494254,0.03636406402521493,0.8795402298850574,0.9708729759948025,0.9985126253323134,0.5884685796450767,0.0343366362169139
rf,103,target,210621,1215889,0.9442078425228254,0.5,609505,316924,160812,128648,0.6335422065665534,0.5811645193162256,0.6579079454550754,0.8257163487786408,0.7323219883430194,0.5757710547036292,0.1861500023923304,0.6633873101461896,0.17428365122135925,0.3366126898538105,0.5939592590800477,0.6764378711469857,0.5812143545346595,0.25179827377347036
xgboost,103,source_heldout,210621,89379,0.9442078425228254,0.5,77956,239,4111,7073,0.9181910739659204,0.9309370433860091,0.9969435385894239,0.9168166155076504,0.9552026662745675,0.742246627330666,0.5605107113689594,0.054942528735632185,0.08318338449234967,0.9450574712643678,0.9782634443988885,0.9985246069929399,0.8112305538364196,0.057022470980882645
xgboost,103,target,210621,1215889,0.9442078425228254,0.5,567825,288293,189443,170328,0.6228101413862615,0.5828971846771891,0.6632555325317304,0.769251090221133,0.7123318432060798,0.5823646280019118,0.17740140921503536,0.6034567208667548,0.23074890977886697,0.39654327913324516,0.5649870048218296,0.6310190195418748,0.532809794066205,0.31077656149864197
hgb,103,source_heldout,210621,89379,0.9442078425228254,0.5,77862,236,4114,7167,0.9171729377146757,0.9307291183819233,0.9969781556505929,0.9157111103270649,0.9546181809265174,0.7405040236089308,0.558172757605375,0.05425287356321839,0.08428888967293512,0.9457471264367816,0.9739682336911964,0.9981284431518611,0.8329425601545007,0.06461506668891955
hgb,103,target,210621,1215889,0.9442078425228254,0.5,575590,293156,184580,162563,0.6251968724118732,0.5830673032563589,0.6625526908900875,0.7797705895661198,0.7163984793070379,0.5819653920225331,0.17964977230513982,0.6136359830534018,0.22022941043388025,0.3863640169465981,0.5964926184990983,0.6460684402680056,0.5440824829357159,0.300082543926883
mlp,103,source_heldout,210621,89379,0.9442078425228254,0.5,78834,314,4036,6195,0.9271752872598709,0.9274792981380389,0.9960327487744479,0.9271425043220548,0.9603537645346181,0.7569754557533526,0.5778222122419865,0.072183908045977,0.07285749567794517,0.927816091954023,0.9722057423816053,0.9960815989642587,0.8396164624789225,0.05286972597241402
mlp,103,target,210621,1215889,0.9442078425228254,0.5,583600,292420,185316,154553,0.6323899632285513,0.5892633075980871,0.666194835734344,0.7906219984203817,0.723094736437792,0.5882044948264877,0.194293093223882,0.6120953832242075,0.2093780015796183,0.38790461677579247,0.5233631701697692,0.6191473011749815,0.4482717097737101,0.3347879648208618
majority,104,source_heldout,201010,98990,0.9256504651509875,0.5,97763,1227,0,0,0.9876048085665219,0.5,0.9876048085665219,1.0,0.9937637545552037,0.49688187727760186,0.0,1.0,0.0,0.0,0.5,0.9876048085665219,0.012395191433478128,0.012395191433478128
majority,104,target,201010,1215889,0.9256504651509875,0.5,738153,477736,0,0,0.6070891339587742,0.5,0.6070891339587742,1.0,0.7555139551759891,0.37775697758799454,0.0,1.0,0.0,0.0,0.5,0.6070891339587742,0.3929108660412258,0.3929108660412258
stratified,104,source_heldout,201010,98990,0.9256504651509875,0.5,90480,1138,89,7283,0.9149308010910193,0.49901907546301394,0.9875788600493353,0.9255035135992145,0.9555340820884883,0.4881170817466514,-0.0008267840093886178,0.9274653626731867,0.07449648640078557,0.07253463732681337,0.49901907546301383,0.987580793122693,0.012371800181369722,0.08506919890898071
stratified,104,target,201010,1215889,0.9256504651509875,0.5,683410,442292,35444,54743,0.5912167969280091,0.5000147360159736,0.6070967271977842,0.9258378683010162,0.7333295776763751,0.4290746577816887,5.4927972562882935e-05,0.9258083962690691,0.07416213169898382,0.0741916037309309,0.5000147360159736,0.6070961640669927,0.3929178977572939,0.40878320307199095
logreg,104,source_heldout,201010,98990,0.9256504651509875,0.5,85353,286,941,12410,0.8717446206687545,0.8199857628515832,0.9966604000513785,0.8730603602589937,0.9307750188111362,0.5299368303000667,0.20728959405730915,0.2330888345558272,0.1269396397410063,0.7669111654441728,0.8926338258563713,0.9974627333679453,0.11081043445890126,0.09394981411650236
logreg,104,target,201010,1215889,0.9256504651509875,0.5,218028,15938,461798,520125,0.5591184721631662,0.6310040686455034,0.9318789909644991,0.2953696591357076,0.44856236736448934,0.5406550764887152,0.32461371665876737,0.03336152184470084,0.7046303408642923,0.9666384781552991,0.647370263469071,0.7488566664028662,0.4939740899498926,0.3831029762366248
tree,104,source_heldout,201010,98990,0.9256504651509875,0.5,71621,168,1059,26142,0.7342155773310436,0.7978394534139458,0.9976598086057753,0.7325982222313145,0.8448263659526281,0.4596651880417425,0.14763875564812212,0.13691931540342298,0.2674017777686855,0.863080684596577,0.823935554074058,0.9967538604623465,0.05419074633430039,0.24870478642179303
tree,104,target,201010,1215889,0.9256504651509875,0.5,307977,168826,308910,430176,0.5073547009636571,0.5319194324459966,0.645920852008062,0.417226509951189,0.5069763843299675,0.5073544108888398,0.06386094749406121,0.3533876450591959,0.5827734900488111,0.6466123549408042,0.519332704432285,0.6315833854403817,0.40406706844176693,0.470102824074708
rf,104,source_heldout,201010,98990,0.9256504651509875,0.5,73105,188,1039,24658,0.7490049499949489,0.7972792776196507,0.9974349528604369,0.7477777891431319,0.854749321859508,0.46596476641185175,0.1500485187729761,0.1532192339038305,0.25222221085686813,0.8467807660961695,0.895476403728422,0.9984402249548086,0.11054923955525074,0.17579185205422096
rf,104,target,201010,1215889,0.9256504651509875,0.5,299450,164215,313521,438703,0.5041340122330246,0.5309694167190886,0.6458326593553535,0.4056747042957219,0.4983283658590569,0.5040675944225851,0.06228083846650252,0.34373587085754476,0.5943252957042781,0.6562641291424552,0.5731149759317875,0.6790094720612546,0.48771762861462187,0.2875105355093072
xgboost,104,source_heldout,201010,98990,0.9256504651509875,0.5,72266,53,1174,25497,0.741893120517224,0.8480005131248957,0.9992671358840692,0.7391958102758712,0.8497783422114039,0.46697104077377855,0.17356956120820818,0.04319478402607987,0.2608041897241288,0.9568052159739201,0.9365426847978023,0.9990891784215752,0.16755444357265725,0.1959831863641739
xgboost,104,target,201010,1215889,0.9256504651509875,0.5,13119,2113,475623,725034,0.40196267915903505,0.5066748966410514,0.8612788865546218,0.017772738172167558,0.03482681497507914,0.30079340251850073,0.058621074653976556,0.0044229448900648055,0.9822272618278325,0.9955770551099352,0.5249120377431266,0.6510431465280206,0.40611015178874077,0.45223113894462585
hgb,104,source_heldout,201010,98990,0.9256504651509875,0.5,72380,77,1150,25383,0.7428023032629558,0.8388036046890539,0.9989373007438895,0.7403618956046766,0.8504288567735871,0.46664094135509326,0.16925994935466349,0.06275468622656886,0.25963810439532337,0.9372453137734311,0.9062382880755625,0.9986420539013826,0.14423298793018824,0.24832484817163633
hgb,104,target,201010,1215889,0.9256504651509875,0.5,22630,10952,466784,715523,0.402515361188398,0.5038664027555371,0.6738729081055327,0.030657600795499035,0.05864707444913086,0.31051143416458443,0.023045485257269974,0.02292479528442487,0.9693423992045009,0.9770752047155751,0.4832005716955577,0.6197596199902802,0.3808299911488373,0.4631548483495149
mlp,104,source_heldout,201010,98990,0.9256504651509875,0.5,88209,108,1119,9554,0.9023941812304274,0.907127153244485,0.9987771323754203,0.9022738663911705,0.9480760963026655,0.568071661596711,0.2904719476377317,0.08801955990220049,0.09772613360882952,0.9119804400977995,0.9528729021095134,0.9987499809038329,0.24336463980411738,0.07622557878494263
mlp,104,target,201010,1215889,0.9256504651509875,0.5,19265,5406,472330,718888,0.40430911045333906,0.5073915260443103,0.780876332536176,0.026098925290556293,0.05050968506496911,0.3082644401606996,0.05120852727205202,0.011315873201935797,0.9739010747094438,0.9886841267980642,0.4489490712218946,0.5913027922732874,0.35349502114586445,0.37805742025375366
majority,105,source_heldout,210803,89197,0.9240570580115084,0.5,89098,99,0,0,0.9988900972005785,0.5,0.9988900972005785,1.0,0.9994447404582293,0.49972237022911464,0.0,1.0,0.0,0.0,0.5,0.9988900972005785,0.0011099027994215052,0.0011099027994215052
majority,105,target,210803,1215889,0.9240570580115084,0.5,738153,477736,0,0,0.6070891339587742,0.5,0.6070891339587742,1.0,0.7555139551759891,0.37775697758799454,0.0,1.0,0.0,0.0,0.5,0.6070891339587742,0.3929108660412258,0.3929108660412258
stratified,105,source_heldout,210803,89197,0.9240570580115084,0.5,82315,91,8,6783,0.922934627846228,0.5023392129107185,0.9988957114773196,0.9238703450133561,0.9599193021737102,0.48112075413475064,0.0005873609110070188,0.9191919191919192,0.07612965498664392,0.08080808080808081,0.5023392129107185,0.9988952840643683,0.0011154080071653083,0.07706537215377199
stratified,105,target,210803,1215889,0.9240570580115084,0.5,682265,441555,36181,55888,0.5908812399816101,0.5000104980681643,0.6070945525084088,0.9242866993699138,0.7328409165976091,0.4299176196083754,3.8761580015474435e-05,0.924265703233585,0.07571330063008617,0.07573429676641492,0.5000104980681643,0.6070941422521313,0.39291587513294157,0.4091187600183898
logreg,105,source_heldout,210803,89197,0.9240570580115084,0.5,82885,17,82,6213,0.9301546016121618,0.8792753116475309,0.999794938602205,0.9302677950122337,0.9637790697674419,0.49471405787402434,0.09861790523829951,0.1717171717171717,0.06973220498776628,0.8282828282828283,0.8719889868176025,0.9992220406212702,0.1570545231715711,0.05782239951176251
logreg,105,target,210803,1215889,0.9240570580115084,0.5,215970,15403,462333,522183,0.5578658907186429,0.6301699813890334,0.9334278416236985,0.29258161925779613,0.44551667515878896,0.5389370810517918,0.32392188372929287,0.03224165647972939,0.7074183807422039,0.9677583435202706,0.692129934964559,0.7734561567173417,0.5415765798212313,0.368343980825613
tree,105,source_heldout,210803,89197,0.9240570580115084,0.5,64695,27,72,24403,0.7261118647488144,0.7266916510726698,0.9995828311856865,0.7261105748726122,0.8411780002600442,0.42351892606800534,0.033832164321176805,0.2727272727272727,0.27388942512738784,0.7272727272727273,0.6834693542532103,0.9994189397108866,0.009512827310275015,0.23359280616749917
tree,105,target,210803,1215889,0.9240570580115084,0.5,555108,299385,178351,183045,0.6032285841881948,0.5626741947794909,0.6496343445762575,0.7520229545907149,0.6970889952946229,0.5610867436825002,0.1339491655058347,0.626674565031733,0.24797704540928506,0.373325434968267,0.5614062646781435,0.6444136779293479,0.4500955278089774,0.3751501905842315
rf,105,source_heldout,210803,89197,0.9240570580115084,0.5,72040,45,54,17058,0.8082558830453939,0.6770012182703826,0.9993757369771797,0.8085478910862197,0.8938907949349497,0.45008292579238335,0.029935394723668095,0.45454545454545453,0.19145210891378034,0.5454545454545454,0.8533500508236193,0.9998099801809147,0.18865302577641435,0.10753171653984507
rf,105,target,210803,1215889,0.9240570580115084,0.5,593582,308183,169553,144571,0.6276354173777376,0.5795271730864596,0.6582446646299203,0.804144940141136,0.72391668363906,0.576078262007442,0.1774661275292269,0.6450905939682168,0.19585505985886395,0.3549094060317832,0.5351057945949242,0.616981545933897,0.5020711981525044,0.2781152696743901
xgboost,105,source_heldout,210803,89197,0.9240570580115084,0.5,71989,23,76,17109,0.8079307600031391,0.7878261276710176,0.9996806087874243,0.8079754876652675,0.8936627149152753,0.45122848775155106,0.04859981106330313,0.23232323232323232,0.19202451233473256,0.7676767676767676,0.9271370351248687,0.9999101981492802,0.043532952554086735,0.09773148596286774
xgboost,105,target,210803,1215889,0.9240570580115084,0.5,514964,283522,194214,223189,0.5832588336599804,0.552084265893851,0.6449255215495325,0.697638565446459,0.6702472083553782,0.5520887905900786,0.10715002729293963,0.5934700336587572,0.3023614345535411,0.4065299663412429,0.5649601037934142,0.6305426671817935,0.5016370586240783,0.308638334274292
hgb,105,source_heldout,210803,89197,0.9240570580115084,0.5,71251,24,75,17847,0.7996457279953362,0.7786341155159759,0.9996632760434935,0.7996924734561943,0.8885660304415332,0.44844482644100964,0.046307785278383994,0.24242424242424243,0.2003075265438057,0.7575757575757576,0.8182061359742117,0.9997776550155647,0.0036679909860018577,0.17123888808308105
hgb,105,target,210803,1215889,0.9240570580115084,0.5,529221,285901,191835,208932,0.5930278175063678,0.5592516089995097,0.6492537313432836,0.7169529894208924,0.6814260192174599,0.5590787977733691,0.12312324093524783,0.5984497714218732,0.2830470105791076,0.40155022857812683,0.5514828002271074,0.6439566570435334,0.4387393738973001,0.31175311549052515
mlp,105,source_heldout,210803,89197,0.9240570580115084,0.5,87377,16,83,1721,0.9805262508828773,0.9095340144129118,0.999816918975204,0.9806841904419852,0.990158138375328,0.5386944133810428,0.19373806537009136,0.16161616161616163,0.01931580955801477,0.8383838383838383,0.9101148638736463,0.9993215732659189,0.09653471494447251,0.02130243554711342
mlp,105,target,210803,1215889,0.9240570580115084,0.5,477886,287130,190606,260267,0.5497968975786441,0.5231927323903439,0.6246745166114173,0.6474077867325608,0.6358380195440433,0.5231787046489828,0.046901498435494196,0.601022321951873,0.3525922132674391,0.398977678048127,0.5755644026129836,0.6436312421374557,0.5154612317795024,0.2963206470012665
majority,106,source_heldout,212205,87795,0.9401003746377323,0.5,84344,3451,0,0,0.9606925223532092,0.5,0.9606925223532092,1.0,0.9799522478926914,0.4899761239463457,0.0,1.0,0.0,0.0,0.5,0.9606925223532092,0.03930747764679082,0.03930747764679082
majority,106,target,212205,1215889,0.9401003746377323,0.5,738153,477736,0,0,0.6070891339587742,0.5,0.6070891339587742,1.0,0.7555139551759891,0.37775697758799454,0.0,1.0,0.0,0.0,0.5,0.6070891339587742,0.3929108660412258,0.3929108660412258
stratified,106,source_heldout,212205,87795,0.9401003746377323,0.5,79262,3263,188,5082,0.9049490289879834,0.4971118572990526,0.9604604665252954,0.9397467513990325,0.9499907112765104,0.4965525165143015,-0.004725525875260608,0.9455230368009273,0.060253248600967466,0.054476963199072734,0.4971118572990526,0.960474448642784,0.03910951635111631,0.09505097101201664
stratified,106,target,212205,1215889,0.9401003746377323,0.5,693937,449038,28698,44216,0.5943264557866713,0.5000849867195819,0.607132264485225,0.9400991393383215,0.7377881781569356,0.42101067856362173,0.00034964265813462297,0.9399291658991576,0.05990086066167854,0.0600708341008423,0.5000849867195819,0.6071296809295698,0.39295147989761703,0.4056735442133287
logreg,106,source_heldout,212205,87795,0.9401003746377323,0.5,76215,703,2748,8129,0.8994020160601401,0.8499559080305124,0.9908603967861879,0.9036208858958551,0.9452319827361685,0.6644082861754544,0.41283294331285625,0.20370906983483048,0.09637911410414493,0.7962909301651695,0.9012052101598913,0.9947957465680013,0.23846967688434983,0.10592966309063243
